"","Chinese_name","English_name","open_time","phone_number","website","introduction","address","review_number","review_keywords"
"32","海豚园","Dolphin Island","['10:00-18:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.rwsentosa.com.cn/Tour-DolphinIsland","['\n                        ·坐落于水上探险乐园，栖息着可爱的印度太平洋樽鼻海豚，由 11个泻湖连成一体。', '\n·项目都经过巧思设计，能与海豚近距离互动交流，打造专属的难忘体验。', '\n·培训员及主持人会分享与海豚有关的知识，包括它们的栖息地、食物、身体构造及迁移模式。', '\n·所有海豚互动体验均包括水上探险乐园单日门票，提供潜水衣，须穿合适泳装。', '\n\n                    ']","8 Sentosa Gateway, Sentosa Island, Singapore 098269","91.0","有图 (51条)好评（85条）中评（4条）差评（2条）需要预约（11人提及）海豚表演（8人提及）适合小朋友（6人提及）值得推荐（4人提及）不能拍照（3人提及）金牌点评 (8条)"
"33","滨海艺术中心音乐厅","EsplanadeTheatres on the Bay","['12:00-22:30 (1月1日-12月31日 周一-周日)', '\ntips:', '\n凡演出在12:00前开演的,售票处会提前在开演前一小时开放', '\n凡演出在晚上20:30后开演的,售票处则会延迟至开演后半小时才结束。', '展开全部>']","","http://www.esplanade.com/","['\n                        ·滨海艺术中心是新加坡首屈一指的艺术表演场地，造型独特的圆顶为它赢得了“大榴莲”的称号。', '\n·滨海艺术中心毗邻滨海湾，艺术中心内有音乐厅、剧院、演奏厅和排练室，还有户外表演空间。', '\n·此外，这里还有购物中心、国际风味餐馆及新加坡首家艺术图书馆——滨海艺术中心图书馆，馆内收藏了大量关于音乐、舞蹈、电影和戏剧的书籍和多媒体资料。\n                    ']","1 Esplanade Dr,Singapore 038981","428.0","有图 (163条)好评（368条）中评（54条）差评（6条）新加坡地标（46人提及）鱼尾狮公园旁边（9人提及）新加坡河边（7人提及）交通方便（6人提及）滨海湾边（4人提及）金牌点评 (1条)"
"34","新加坡科学中心","Science Centre Singapore","['10:00-18:00(科学中心) (1月1日-12月31日 周二-周日,节假日)不对外开放(科学中心)', '\n (1月1日-12月31日 周一)', '\n10:00-21:00(万象馆) (1月1日-12月31日 周二-周日,节假日)不对外开放(万象馆)', '\n (1月1日-12月31日 周一)', '\ntips:', '\n周一是公共假期时，正常开放。', '展开全部>']","","http://www.science.edu.sg","['\n                        ·新加坡科学中心（SINGAPORE SCIENCE CENTRE） 是全国最大的科学展示馆。', '\n·馆里超过850件互动式展品充分体现科学的奥妙。 经过巨大的修复工程后，科学馆设备更完善，也多了全新的展区和一座新的展厅。', '\n·2017年起,此馆也具有世界上最大的镜子迷宫。 ', '\n·建议蜂蜂在参观前提前查好开放时间。\n                    ']","15 Science Centre Rd,Singapore 609081","70.0","有图 (37条)好评（65条）中评（5条）适合孩子（8人提及）值得来（6人提及）逛3小时（5人提及）6点关门（3人提及）离市中心远（1人提及）金牌点评 (3条)"
"35","赞美广场","Chijmes","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://www.chijmes.com.sg","['\n                        赞美广场（CHIJMES）是新加坡重要的历史古迹之一。附近可以就餐、购物和娱乐。由教堂改建的CHIJMES大厅经常演出音乐剧、独唱会及其它戏剧。\n                    ']","30 Victoria StSingapore 187996","146.0","有图 (87条)好评（122条）中评（23条）差评（1条）有餐厅（11人提及）新加坡代表（10人提及）适合拍照（3人提及）值得来（3人提及）圣安德烈教堂步行5分钟（1人提及）"
"36","","","","","","","","",""
"37","佛牙寺龙华院博物馆","Buddha Tooth Relic Temple and Museum","['09:00-18:00(观看佛牙) (1月1日-12月31日 周一-周日)08:00-18:00(佛教文化博物馆与文物馆) (1月1日-12月31日 周一-周日)07:00-19:00(著名僧伽纪念馆) (1月1日-12月31日 周一-周日)', '\n']","","http://www.btrts.org.sg/","['\n                        ·新加坡佛牙寺龙华院建于 2007 年，地处牛车水，虽然建成时间不久，但内饰设计精妙，展示的佛教艺术和历史丰富多彩，生动讲述了数百年前的文化故事。', '\n·寺庙的名称源自佛教徒心目中佛陀留下的犬齿，人们在佛陀火葬之地印度拘尸那伽城发现此物，并一直供奉展示。', '\n·位于寺庙三楼的佛教文化博物馆收藏着各式各样珍贵的佛教文物，例如骨头和舌头圣物，圣光殿 (Sacred Light Hall) 位于四楼，陈列着寺庙的镇庙之宝。', '\n·佛牙舍利被安置于重 3500 公斤的巨大佛塔之中，该塔由 320 公斤黄金制成，其中 234 公斤黄金来自于信徒的捐赠。游客只能从公共观赏区膜拜观赏佛牙舍利，只有僧侣才能进入佛牙舍利间。\n                    ']","288 South Bridge RdSingapore 058840","345.0","有图 (173条)好评（293条）中评（48条）差评（4条）佛教寺庙（17人提及）不可以拍照（16人提及）牛车水附近（14人提及）人很多（5人提及）值得去（4人提及）金牌点评 (1条)"
"38","亚洲大陆最南端","The Southern Most Point of Continental Asia","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://www.sentosa.com.sg/explore/attractions/southernmost-point-of-continental-asia","['\n                        处在亚洲大陆边缘的亚洲大陆最南端是一个袖珍岛，标志立于新加坡巴拉湾海滩对面的巴拉湾岛上，从巴拉湾海滩前往需通过悬索桥。', '\n在这个小岛上可以充分享受心旷神怡的海风与雄伟壮观的海景。两座观光塔屹立在侧，站在原木观光台可看到无边无际的中国南海。岛上可以为特殊场合提供独特布置，给游客带来难忘的回忆。\n                    ']","新加坡圣淘沙巴拉湾海滩对面的巴拉湾岛上","169.0","有图 (99条)好评（147条）中评（21条）差评（1条）巴拉湾海滩对面（4人提及）适合拍照（3人提及）注意蚊虫（2人提及）玩一天（1人提及）必去景点（1人提及）"
"39","鱼尾狮塔","","['10:00-20:00；停止入场时间:19:30 (1月1日-12月31日 周一-周日)', '\n']","","http://merlion.sentosa.com.sg/","['\n                        ·圣淘沙鱼尾狮是圣淘沙最著名的景点之一。', '\n·鱼尾狮新加坡的标志和象征，全国鱼尾狮像共有5座。最著名的两座分别是：一座是在浮尔顿酒店门前的鱼尾狮公园的那座，另一座便是在圣淘沙公园里的这座。', '\n·这座鱼尾狮塔坐落于圣淘沙岛英比奥山顶，由澳大利亚艺术家 James Martin 设计并雕塑，1995 年完工。它是新加坡最高的自由式结构建筑，也是新加坡唯一一座可以进入其内部的鱼尾狮像。', '\n·鱼尾狮塔高37米，从塔顶可以360度无障碍眺望风景，游客可以乘坐塔内电梯到达9楼或12楼的瞭望台，以360度观赏新加坡的美丽风光，甚至还能远眺到远处的几座小岛。', '\n·鱼尾狮身上共有320片由光导纤维之城的鱼鳞，在夜晚，鱼鳞会不断变换颜色，十分美丽。塔后方有一条120米长的高迪风格的马赛克步行道，可以看到各种版本的关于鱼尾狮的传说。\n                    ']","新加坡圣淘沙岛","426.0","有图 (178条)好评（339条）中评（81条）差评（6条）新加坡象征（39人提及）值得去（10人提及）人很多（8人提及）适合拍照（5人提及）尽收眼底（5人提及）金牌点评 (4条)"
"40","新加坡国家美术馆","National Gallery","['10:00-19:00；停止入场时间:18:15 (1月1日-12月31日 周六-周四)10:00-21:00 (1月1日-12月31日 周五)', '\n']","","http://www.singaporeartmuseum.sg","[""\n                        新加坡国家美术馆前身为圣约瑟书院（St Joseph's Institution），是本地著名男校。美术馆开放于1996年，馆藏超过400件艺术品，收藏了世界上最大规模的当地和现代东南亚艺术品。无论是展览规模、全天候与视像画廊现代设备，都是东南亚领先的艺术馆。它是新加坡最古老的博物馆，但却包含最年轻和最有创意的思想。 两年一度的新加坡双年展(Singapore Biennale)，就是由新加坡国家美术馆主办的全球艺术盛事。\n                    ""]","71 Bras Basah Road, 新加坡 189555","108.0","有图 (61条)好评（90条）中评（15条）差评（3条）值得去（3人提及）不允许拍照（1人提及）离新加坡管理大学不远（1人提及）交通方便（1人提及）适合拍照（1人提及）金牌点评 (1条)"
"41","花穹","Flower Dome","['09:00-21:00；停止售票时间:20:00；停止入场时间:20:30 (1月1日-12月31日 周一-周日)', '\n']","","http://www.gardensbythebay.com.sg/en/the-gardens/attractions/flower-dome.html","","18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore","173.0","有图 (112条)好评（166条）中评（7条）游览1小时（4人提及）值得去（4人提及）适合拍照（4人提及）有餐厅（3人提及）人超级多（2人提及）金牌点评 (3条)"
"42","花柏山公园","Mount Faber Park","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://nparks.gov.sg","['\n                        ·花柏山公园位于南部山脊的东部，是一座海拔115米的小山，是新加坡第二高点，仅次于武吉知马山，它靠近繁华市区，面向新加坡海港。', '\n·在山顶上遥望四周，景色十分美丽，既能看到市内林立的建筑群，晴天的话还能看到印度尼西亚和马来西亚。', '\n·夜晚，在花葩山上远眺市区的辉煌夜景，耀眼夺目，别有一番情调。这里环境清幽，是旅客及当地人避开城市喧嚣的好去处，如果有车的话，还可欣赏夕阳和晚景，更是罗曼蒂克。', '\n·上花柏山公园游玩时，如果不想爬山，就只能乘搭出租车前往。\n                    ']","Junction of Kampong Bahru Road and, Telok Blangah Rd,Singapore 099448","221.0","有图 (27条)好评（168条）中评（46条）差评（7条）尽收眼底（6人提及）有餐厅（3人提及）圣淘沙岛对面（2人提及）人超级多（2人提及）景色漂亮（2人提及）"
"43","新加坡河","Singapore River","['河流全天开放,怀旧木板船9:00-23:00,末班船为22:30,单次搭乘,每30分钟一班。']","","http://www.singapore-river.com","['\n                        新加坡河(Singpore River)，是新加坡唯一的河流，是一条在海水冲涌的基础上由人工开凿而成的运河，长约4.1公里，贯穿于整个城市，是新加坡的生命之河，早期移民都是依靠这条河流来维持生计。', '\n漫步在河畔，可以参观许多富纪念性的标志和建筑，如鱼尾狮公园、莱佛士登岸遗址和旧国会大厦艺术之家，宗教机构如奥马清真寺、保赤宫，还有驳船码头、克拉码头等繁华的街区。', '\n新加坡河岸边有驳船码头、克拉码头和罗拔申码头，是了解新加坡历史和享受美食夜生活的胜地。\n                    ']","新加坡中央城","527.0","有图 (149条)好评（450条）中评（70条）差评（7条）夜景很美（21人提及）克拉码头附近（9人提及）值得推荐（7人提及）适合晚上（5人提及）人很多（5人提及）金牌点评 (6条)"
"44","旧禧街警察局","Old Hill Street Police Station","['10:00-17:00 (1月1日-12月31日 周一-周日)', '\n']","","","['\n                        旧禧街警察局（Old Hill Street Police Station）建于 1934 年，内设禧街警察局和营房。在其 1934 年完工之际，它便成为了最大的政府建筑，亦被视为现代摩天大楼。1998 年，它被报刊媒体评为国家纪念碑，而后新闻、通讯及艺术部（Ministry of Information, Communications and the Arts）迁来此地。 2000 年，这项建筑成为新闻、通讯及艺术部的办公大厦，并于 2012 年更名为旧禧街警察局，其后 MICA 变为通讯新闻部。旧禧街警察局还设有文化、社区及青年部（Ministry of Culture, Community and Youth）。', '\n建筑总共拥有927扇彩虹般绚丽夺目的窗户。前四层窗户的色彩强度相同，且极具活力，五层与六层的颜色则逐步加深，让悬臂式露台更为突显，这些都是该历史建筑令人瞩目的特色，让游览此地的游客们赞叹不已。', '\n主庭院的前身为警察训练场地，现已被改造成中堂（ARTrium），内设空调，适合举办大型视觉艺术展览和表演艺术活动。\n                    ']","140 Hill Street #02-02, MICA Building, Singapore 179369","187.0","有图 (106条)好评（167条）中评（20条）克拉码头附近（33人提及）适合拍照（5人提及）网红打卡地（3人提及）新加坡河边（3人提及）新加坡地标（2人提及）"
"45","国立胡姬花园","National Orchid Garden","","","http://www.sbg.org.sg","['\n                        也叫国立胡姬花园，胡姬花是新加坡的国花。 拥有700多种兰花，主要是以全世界有名的女性来命名，包括到访新加坡的撒切尔夫人和戴安娜王妃的同名兰花。在众多兰花中，最有名的莫过于新加坡的国花——卓锦万黛兰（Vanda Miss Joaquim）。卓锦万黛兰（Vanda Miss Joaquim）号称超级天后，1893年被亚美尼亚籍的艾尼丝·卓锦（Vanda Miss Joaquim）在当地意外发现。\n                    ']","1 Cluny Road, Singapore Botanic Gardens, SG 259569","127.0","有图 (56条)好评（113条）中评（13条）差评（1条）值得去（5人提及）交通便利（3人提及）离乌节路不远（2人提及）逛半天（2人提及）离市区很远（1人提及）"
"46","西乐索海滩","Siloso Beach","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://silosobeachresort.com/","['\n                        西罗索海滩是沙滩排球爱好者的天堂，绵延的白沙更是游客展露沙雕技巧的舞台，除了溪水弄潮或玩独木舟之外，享受日光浴的比基尼女郎也成为婀娜多姿的南国风景。', '\n适合休闲随便走走。很多人在这里晨跑。也有很多娱乐项目正在建设中。 ', '\n包含景点项目：', '\n1.时光之翼 (Wings of Time)；', '\n2.海滩俱乐部  (Ola Beach Club)；', '\n3.圣淘沙冲浪区 (Wave House Sentosa)；', '\n4.自行车租赁 (Gogreen Bicycle Rental)；', '\n5.思维车®探险旅程 (Gogreen Segway Eco Adventure)；', '\n6.iFly新加坡 (iFly Singapore) ;', '\n7.西乐索炮台 (Fort Siloso);', '\n8.先驱人物博物馆 (Surrender Chamber);', '\n9.西乐索炮台天空步道 (Fort Siloso Skywalk);\n                    ']","Siloso Beach Walk Singapore","216.0","有图 (105条)好评（179条）中评（34条）差评（3条）有卫生间（6人提及）值得来（5人提及）人很多（4人提及）适合小孩（3人提及）离车站不远（3人提及）"
"47","武吉士街","Bugis Street","['11:00-22:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.bugis-street.com/","['\n                        ·武吉士街是一个小购物街，街道不宽，两旁全是各种小商铺。这里卖的多是一些平价商品，纪念品，还有很多小吃店，价格便宜。', '\n·街的附近也有一个小贩中心，里面有多过40家小贩摊位。\n                    ']","3 New Bugis Street, Singapore 188867","192.0","有图 (64条)好评（149条）中评（41条）差评（2条）金牌点评 (2条)"
"48","东海岸公园","East Coast Park","['全天 (1月1日-12月31日 周一-周日)', '\n']","","https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/east-coast-park","['\n                        在新加坡东南海岸沿线有一长达8.5公里的细长型公园，这就是新加坡东海岸公园，是新加坡最大的海滨度假区。公园内有各种体育浏览设施，是理想的一日游景点。每到周六、周日，园内到处都是熙熙攘攘的年轻人及家庭旅游者。晴朗的周日带上泳衣到东海岸，东海岸公园的风光，加上黝黑的皮肤相映成趣。 \u3000\u3000', '\n', '\n公园有可以在这里游泳和冲浪的中央人工游泳区；有由14个网球场构成的全天候网球中心；有可为游客提供多种服务的东海岸娱乐中心；有一个200米的高尔夫练习场；有17米高的滑梯与活水游泳池构成的“大滑水道”；有拥有900多条鳄鱼的热带鳄鱼园；有环境优雅的UDMC度假村等等。\n                    ']","Along East Coast Parkway and East Coast Park Service Road新加坡","176.0","有图 (67条)好评（151条）中评（22条）差评（3条）交通不方便（7人提及）适合家庭（6人提及）人很多（5人提及）有餐厅（5人提及）注意防晒（3人提及）金牌点评 (4条)"
"49","滨海湾金沙无边泳池","","","","","","10 Bayfront Ave","54.0","有图 (30条)好评（54条）人很多（10人提及）有餐厅（1人提及）尽收眼底（1人提及）值得去（1人提及）夜景很美（1人提及）金牌点评 (2条)"
"50","海事博物馆","The Maritime Experiential Museum","","","http://www.rwsentosa.com.cn/","['\n                        以崭新面貌示人的海事博物馆将让访客经历一场别开生面的沉浸式多感官的史诗航海探索之旅。该海事博物馆作为圣淘沙名胜世界全新开放的景点，将成为新加坡唯一一处可重温昔日繁荣的海上丝绸之路的展馆。随我们一起乘风破浪！沿着连通东西方文明的海上丝绸之路，见证途经各大港口的风土民情。多达15个主题展区让您沉浸在妙趣无穷的航海探索中，借助互动科技体验航海家的冒险之旅，在冒着熊熊火焰的船只上与海盗狭路相逢！\n                    ']","8 Sentosa Gateway, Sentosa Island, Singapore 098269","116.0","有图 (64条)好评（105条）中评（9条）差评（2条）值得来（2人提及）适合亲子（2人提及）展品丰富（2人提及）历史悠久（1人提及）人特别多（1人提及）金牌点评 (1条)"
"51","空中走廊","","['09:00-21:00 (1月1日-12月31日 周一-周日)', '\n']","","http://gardensbythebay.com.sg","['\n                        在高达22米的位置，位于Supertree\xa0Grove的OCBC\xa0Skyway可让您近距离观察花园未来派Supertrees的技术奇迹。这个长达128米的空中走道是一次不容错过的体验，展现了辉煌的拍照机会，捕捉周围植物群的美景。黄昏时分，迷人的滨海湾天际线崭露头角，整个地区每晚都有花园狂想曲\xa0-\xa0这是一场免费的灯光音乐节目，晚上7时45分和8时45分。\n                    ']","18 Marina Gardens Dr","60.0","有图 (31条)好评（57条）中评（3条）恐高（8人提及）值得去（2人提及）适合拍照（2人提及）八点停止（1人提及）人挺多（1人提及）"
"52","牛车水原貌馆","Chinatown Heritage Centre","['09:00-20:00 (1月1日-12月31日 周日-周六)', '\n']","","http://www.chinatownheritagecentre.com.sg/","['\n                        牛车水原貌馆是一间经过翻新的三层店屋。这里重现当年中国移民渡海抵达新加坡的冒险经历，背井离乡苦力生活的艰辛，居住的店屋格房的拥挤，昔日移民的艰辛生活重现眼前。\n                    ']","48 Pagoda Street, Singapore 059207, Singapore","108.0","有图 (46条)好评（72条）中评（32条）差评（4条）有讲解器（6人提及）值得去（5人提及）人很多（3人提及）交通方便（2人提及）牛车水附近（1人提及）金牌点评 (2条)"
"53","福康宁公园","Fort Canning Park","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://www.nparks.gov.sg/fortcanning","['\n                        福康宁公园所在地曾是保护新加坡港口的要塞，建于1859年，现已成为一个公园，它是仿造莱佛士1822年修建于新加坡的第一个实验性的植物园，实验性植物园原来的园地面积为19公顷，现在的香料园是它的缩影。', '\n同时这里的空地也是新加坡最著名的室外表演的场地，很多明星人物都在这里做过表演。\n                    ']","River Valley Rd, Singapore 179038, Singapore","76.0","有图 (52条)好评（66条）中评（9条）差评（1条）适合拍照（3人提及）强烈推荐（3人提及）网红地（2人提及）新加坡地标（2人提及）克拉码头附近（1人提及）金牌点评 (1条)"
"54","新加坡红点设计博物馆","Red Dot Design Museum","['周一-周日11:00-次日2:00']","","http://www.museum.red-dot.sg","['\n                        这座“红”透半边天的殖民风格建筑，在20实际20年代曾是总部，经过改建外观刷成换红色之后，由德国的Red Dot Design Museum在此开设海外分馆，Red Dot Traffic还入驻设计公司，餐厅，酒吧和咖啡屋，白天充满艺术气息，晚上则变成夜店。每逢周末，Red Dot Traffic还会开设二手集市，让新加坡的创意人在此摆摊，展示自己的作品。', '\n价格：美术馆成人新币8元，学生及儿童新币4元，每月第一个周六可免费入馆。营业时间：开放时间：周一、周二、周五11:00~18:00，周六周日11:00~20:00，\n                    ']","RedDotDesignMuseum，11MarinaBoulevard.，Singapore018940.","104.0","有图 (57条)好评（65条）中评（31条）差评（8条）适合拍照（2人提及）距离牛车水很近（2人提及）有餐厅（2人提及）藏品很丰富（2人提及）就在地铁站对面（1人提及）金牌点评 (1条)"
"55","斯里-维拉玛卡里雅曼兴都庙","Sri Veeramakaliamman Temple","['05:00-21:00 (1月1日-12月31日 周日-周六)', '\n']","","http://www.sriveeramakaliamman.com","['\n                        创建于1881年。特殊的彩绘门楼是典型的南印度建筑风格，塔楼上推砌着许多神像、圣牛及战士，庙里供俸的是拥有力量和有气的卡里女神－KALI。\n                    ']","141 Serangoon Road, 新加坡 218042","115.0","有图 (72条)好评（97条）中评（17条）差评（1条）印度教寺庙（4人提及）人很多（3人提及）牛车水附近（3人提及）小印度边（2人提及）值得去（1人提及）"
"56","亚洲文明博物馆","Asian Civilisations Museum","['10:00-19:00 (1月1日-12月31日 周六-周四)10:00-21:00 (1月1日-12月31日 周五)', '\n']","","http://www.acm.org.sg","['\n                        ·亚洲文明博物馆是一个介绍新加坡多元历史发展与种族融合的文物收藏地。此馆展示了两个世纪以来周边区域的人民勇于探索并在新加坡上安居乐业的景象。', '\n·亚洲文明博物馆是此地区唯一专门探索亚洲艺术传统的博物馆，尤其是新加坡的祖先文化。', '\n·博物馆重点展示亚洲不同文化之间，以及亚洲和世界之间的历史联系。\n                    ']","1 Empress Place Empress Place Building, Singapore 179555, Singapore","61.0","有图 (36条)好评（55条）中评（6条）逛两小时（3人提及）文物很多（2人提及）就在新加坡河边（2人提及）有中文讲解（2人提及）值得去（1人提及）金牌点评 (1条)"
"57","跨海步行道","Sentosa Boardwalk","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://www.sentosa.com.sg/en/getting-around/sentosa-boardwalk/","['\n                        沿着这条栈道可以一路步行到圣淘沙，栈道上有扶梯并伴有美丽的风景。\n                    ']","新加坡本岛南部(港湾地铁站)","132.0","有图 (54条)好评（122条）中评（10条）景色很美（2人提及）强烈推荐（2人提及）有餐饮店（1人提及）怡丰城步行10分钟（1人提及）适合情侣（1人提及）金牌点评 (3条)"
"58","乌敏岛","Pulau Ubin","['08:30-17:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/nature-and-wildlife/island-retreat/pulau-ubin.html?TAHotelCode=152","['\n                        乌敏岛坐落于新加坡东北部外海，因此游客可从樟宜码头的渡轮码头 (Changi Point Ferry Terminal) 乘船前往此处。', '\n乌敏岛在马来语中意为“花岗石岛”，这从岛上诸多弃置的采石场可见一斑。在乌敏岛上尽管最宜漫步游走，但，最好的游览方式是租一辆自行车环游小岛。', '\n岛上的一大游览胜地是仄爪哇 (Chek Jawa) 的潮间坪，这里生长着众多稀有的动植物与其它生物。乌敏岛还开设了导游陪同观光与自然徒步游。但是为了免受蚊虫滋扰，不要忘了携带足够的驱虫膏。\n                    ']","Pulau Ubin,Singapore","83.0","有图 (29条)好评（72条）中评（7条）差评（4条）玩一天（4人提及）有饭店（3人提及）值得去（3人提及）提防蚊虫（2人提及）景色很美（1人提及）金牌点评 (3条)"
"59","新加坡总统府","Istana","['08:30-18:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.istana.gov.sg/the-istana/istana-heritage-gallery/visitors-information","","Orchard Road, Singapore 238823","88.0","有图 (34条)好评（74条）中评（11条）差评（3条）不能拍照（6人提及）人特别多（3人提及）交通非常便捷（3人提及）文艺复兴建筑（1人提及）需要安检（1人提及）金牌点评 (2条)"
"60","新加坡玩具博物館","Mint Museum of Toys","['09:30-18:30 (1月1日-12月31日 周日-周六)', '\n']","","http://www.emint.com/","['\n                        MINT（玩具营造的想象和怀旧时刻）于 2006 年 5 月在新加坡落成，是世界上第一座玩具主题博物馆，馆内展示了 19 世纪中期至 20 世纪中期的大量古董玩具藏品，其中包括十分罕见的世上仅此一件的玩具。', '\n博物馆内收藏的玩具总数超过 5 万件，总价值超过 500 万新元，其中包括十分罕见的迪斯尼古董玩具和纪念品；-人物玩具，如阿童木、蜘蛛侠、Bonzo、Dan Dare、大力水手等；二战以前的日本玩具；中国制造的玩具，包括十分罕见的‘希望之门’玩具收藏，可追溯到 19 世纪末 20 世纪初；独有的泰迪熊收藏和可追溯到 20 世纪 20 年代的珍贵的中国连环画封面收藏；黄金时代漫画；和丁丁收藏品等。\n                    ']","26 Seah Street, Singapore 188382","50.0","有图 (27条)好评（39条）中评（7条）差评（4条）馆藏丰富（3人提及）在地铁附近（2人提及）不要开闪光灯（1人提及）人很多（1人提及）金牌点评 (1条)"
"61","亨德森波浪桥","Henderson Waves","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://www.nparks.gov.sg/","['\n                        亨德森波浪桥是新加坡最高的人行天桥，造型别致，桥身犹如波浪，有四个波峰和三个波谷，给行人提供了观景的新高度，其波浪状的设计给人以视觉上的冲击，获得了2009年新加坡“总统设计奖”。\n                    ']","Henderson Rd, 新加坡","71.0","有图 (35条)好评（62条）中评（8条）差评（1条）适合拍照（4人提及）尽收眼底（2人提及）人很多（1人提及）"
"62","新加坡集邮馆","Singapore Philatelic Museum","['周一下午1:00 - 下午7:00周二 - 周日上午9:30 - 下午7:00']","","http://spm.org.sg","['\n                        新加坡集邮馆展示了邮票世界的所有重要内容，从独特的背景、与重要历史时刻的联系到邮票设计和重要收藏。从这些稀有的邮票中，你可以进一步了解新加坡的殖民历史。\n                    ']","23B Coleman Street Singapore Philatelic Museum, Singapore 179807, Singapore","105.0","有图 (61条)好评（86条）中评（16条）差评（3条）值得去（3人提及）逛半小时（2人提及）适合小朋友（2人提及）亚美尼亚教堂对面（1人提及）距离土生华人博物馆不远（1人提及）"
"63","Wild Wild Wet水上乐园","Wild Wild Wet @ Downtown East","['13:00-19:00 (1月1日-12月31日 周一-周五)10:00-19:00 (1月1日-12月31日 周六-周日,节假日)', '\ntips:', '\n宪报公映日开放时间：10:00-19:00']","","http://www.wildwildwet.com","['\n                        Wild Wild Wet 水上乐园是新加坡最大的水上乐园之一， 备有 16 个 水上游乐设施，从轻松懈意到极度刺激， 适合全家大小， 绝对是新加坡最激动人心的水上乐园。\n                    ']","1 Pasir Ris Cl, Singapore 519599","32.0","有图 (8条)好评（30条）中评（2条）适合小孩（3人提及）玩一天（2人提及）人很多（1人提及）6点关门（1人提及）漂流池出口（1人提及）金牌点评 (2条)"
"64","安详山","Ann Siang Hill","","","","['\n                        安祥山是一个小山丘，也是一个位于唐人区内单向路的名称。它是谢安祥，一个富裕的出生在马六甲的中国福建商人，的房产所在地。\n                    ']","Singapore, Singapore","60.0","有图 (37条)好评（50条）中评（8条）差评（2条）牛车水附近（6人提及）适合拍照（2人提及）有餐厅（2人提及）值得推荐（1人提及）下午4点开门（1人提及）"
"65","圣淘沙海滩","Sentosa Beach","['11:00-21:00 (1月1日-12月31日 周一-周日)', '\n']","","","","Santosa Island, Singapore","19.0","有图 (7条)好评（15条）中评（4条）人很少（2人提及）"
"66","南部山脊","The Southern Ridges","['每日']","","http://www.nparks.gov.sg","['\n                        ·南部山脊 (The Southern Ridges)，是一个具有历史价值的区域，也孕育了自然界最珍贵的一些动植物。可将新加坡的壮美风景尽收眼底。南部山脊全长 9 公里，沿途青葱的环境、开阔的空间让这里成为了徒步与单车骑游的理想场所。', '\n·它拥有 360 度俯瞰城市的视野，是饱览新加坡、海港与南部岛屿全景的最佳地点。', '\n·步行桥中最为独特的莫过于连接花柏山公园和直落布兰雅山公园的亨德森波浪桥（Henderson Waves）。它有着新加坡最高步行桥的盛誉。因此，在踏上旅程之前，别忘了带上相机，在海拔 77.88 米的最高处留下难忘的记忆。', '\n·全程9公里，建议蜂蜂从最西面的Kent Ridge Park开始行程。\n                    ']","Mount Faber Park;   Telok Blangah Hill Park; or Kent Ridge Park Singapore","13.0","有图 (8条)好评（13条）适合赏风景（1人提及）值得去（1人提及）适合朋友（1人提及）尽收眼底（1人提及）金牌点评 (1条)"
